iter	Logloss
329	0.04837045729
330	0.04836333076
331	0.04834901666
332	0.0483362281
333	0.04832712809
334	0.04831232232
335	0.04829820964
336	0.04828690457
337	0.04827654928
338	0.04825794339
339	0.04825392388
340	0.04822932943
341	0.04821801622
342	0.04820561015
343	0.04819430881
344	0.04818431329
345	0.04817066074
346	0.04815760837
347	0.04814778951
348	0.04813763462
349	0.04812740038
350	0.04811622857
351	0.04810110406
352	0.04809758233
353	0.04808777127
354	0.04807650859
355	0.04806690572
356	0.04805944146
357	0.04804975823
358	0.04804262729
359	0.04802944132
360	0.04802107544
361	0.04800975884
362	0.04800216064
363	0.04799619819
364	0.04798596327
365	0.04797197605
366	0.04795983514
367	0.0479529931
368	0.0479438602
369	0.04793735521
370	0.04792331238
371	0.04791230604
372	0.04790339796
373	0.04789741787
374	0.04789329664
375	0.04787894728
376	0.04787100932
377	0.047869674
378	0.0478553972
379	0.04785395338
380	0.04783780178
381	0.04782834439
382	0.04781517097
383	0.0478045834
384	0.04778336826
385	0.04776565755
386	0.04775553318
387	0.04774327935
388	0.04772988892
389	0.0477187734
390	0.04770826416
391	0.04769549764
392	0.04769188741
393	0.04767645467
394	0.04766734551
395	0.04765845133
